entry,name,substrates,products
R00794,nitrite:NAD+ oxidoreductase;,C00088; C00003; C00001,C00244; C00004; C00080
R00796,nitrite:NADP+ oxidoreductase;,C00088; C00006; C00001,C00244; C00005; C00080
R00796,nitrite:NADP+ oxidoreductase;,C00088; C00006; C00001,C00244; C00005; C00080
R00787,ammonia:NAD+ oxidoreductase,C00014; C00003; C00001,C00088; C00004; C00080
R00789,ammonia:NADP+ oxidoreductase,C00014; C00006; C00001,C00088; C00005; C00080
R00023,hydroxylamine:NAD+ oxidoreductase;,C00192; C00003,C01818; C00004; C00080
R05711,"N,N-dimethyl-1,4-phenylenediamine, aniline:NADP+ oxidoreductase",C04203; C00292; C00006,C03764; C00005; C00080
R01134,inosine-5'-phosphate:NADP+ oxidoreductase (aminating);,C00130; C00014; C00006,C00144; C00005; C00080
R04228,NADH:4-nitroquinoline-N-oxide oxidoreductase,C03474; C00004; C00080,C04050; C00003; C00001
R04229,NADPH:4-nitroquinoline-N-oxide oxidoreductase,C03474; C00005; C00080,C04050; C00006; C00001
R00081,Ferrocytochrome-c:oxygen oxidoreductase,C00007; C00126; C00080,C00125; C00001
R00082,Ferrocytochrome c2:oxygen oxidoreductase,C00007; C01000,C00997; C00001
R00280,Nitric-oxide:acceptor oxidoreductase,C00028; C00533; C00001,C00030; C00088
R00783,nitric-oxide:ferricytochrome-c oxidoreductase,C00533; C00001; C00125,C00088; C00126; C00080
R00784,nitric-oxide:ferricytochrome-c2 oxidoreductase,C00533; C00001; C00997,C00088; C01000; C00080
R00785,nitric-oxide:oxidized azurin oxidoreductase,C00533; C00001; C05357,C00088; C05358; C00080
R05712,ammonia:ferricytochrome-c oxidoreductase,C00014; C00001; C00125,C00088; C00126; C00080
R02560,trimethylamine:cytochrome c oxidoreductase,C00565; C00125; C00001,C01104; C00126; C00080
R02804,nitrogen:ferricytochrome-c oxidoreductase (N2O-forming),C00697; C00125; C00001,C00887; C00126; C00080
R00294,nitrous-oxide:ferricytochrome-c oxidoreductase,C00533; C00126; C00080,C00887; C00125; C00001
R10164,hydroxylamine:ferricytochrome-c oxidoreductase,C00192; C00001; C00125,C00088; C00126; C00080
R10165,hydroxylamine:ferricytochrome-c oxidoreductase,C00192; C00125,C00533; C00126; C00080
R09799,hydrazine:ferricytochrome-c oxidoreductase,C00533; C00014; C00126,C05361; C00001; C00125
R07174,hydrazine:ferricytochrome c oxidoreductase,C05361; C00125,C00697; C00126
R08606,Indole-3-acetaldehyde oxime <=> Indole-3-acetaldehyde,C02937,C00637
R00799,Nitroethane:oxygen oxidoreductase,C00088; C00084; C00027,C01837; C00007; C00001
R10388,nitroalkane:oxygen oxidoreductase,C06058; C00001; C00007,C00071; C00088; C00027
R10389,nitroalkane:oxygen oxidoreductase,C06058; C00001; C00007,C01450; C00088; C00027
R03873,N-Acetylindoxyl:oxygen oxidoreductase,C02172,C02298; C00007
R02106,urate:oxygen oxidoreductase,C00366; C00007; C00001,C11821; C00027
R07981,"1,3,7-Trimethyluric acid + Oxygen + 2 H2O <=> 3,6,8-Trimethylallantoin + CO2 + Hydrogen peroxide",C16361; C00007; C00001,C16362; C00011; C00027
R01609,3-aci-Nitropropanoate:oxygen oxidoreductase,C00222; C00088; C00027,C03071; C00007; C00001
R10230,hydroxylamine:oxygen oxidoreductase,C00192; C00007,C00088; C00001; C00080
R10913,Hydroxylamine + 2 Ferricytochrome c <=> Nitroxyl + 2 Ferrocytochrome c + 2 H+,C00192; C00125,C20937; C00126; C00080
R10914,Nitroxyl + 2 Ferrocytochrome c + Oxygen + H+ <=> Nitrite + 2 Ferricytochrome c + H2O,C20937; C00126; C00007; C00080,C00088; C00125; C00001
R09497,nitrite:quinone oxidoreductase,C00244; C15603,C00088; C15602; C00001
R09445,nitrous-oxide:menaquinone oxidoreductase,C00533; C05819,C00887; C00828; C00001
R09751,nitrite:nitrite oxidoreductase,C00088,C00533; C00244; C00001
R00790,Ammonia:ferredoxin oxidoreductase,C00014; C00001; C00139,C00088; C00138; C00080
R00791,nitrite:ferredoxin oxidoreductase,C00088; C00001; C00139,C00244; C00138
R00798,nitrite:acceptor oxidoreductase,C00088; C00028; C00001,C00244; C00030
R01106,nitrite:(acceptor) oxidoreductase,C00125; C00088; C00001,C00244; C00126; C00080
R02165,Nitrite:(acceptor) oxidoreductase,C00390; C00244,C00399; C00088; C00001
R00143,ammonia:NAD+ oxidoreductase;,C00014; C00003; C00001,C00192; C00004; C00080
R00284,ammonia:acceptor oxidoreductase,C00028; C00014; C00001,C00192; C00030
R00900,"L-cysteine,glutathione:NADP+ oxidoreductase (disulfide-forming);",C00097; C00051; C00006,C05526; C00005
R05714,"CoA,glutathione:NADP+ oxidoreductase (disulfide-forming);",C00010; C00051; C00006,C00920; C00005; C00080
R03761,NADH:asparagusate oxidoreductase,C01892; C00004; C00080,C04371; C00003
R03821,trypanathione:NADP+ oxidoreductase,C02090; C00006,C03170; C00005; C00080
R08356,bis(glutathionyl)spermine:NADP+ oxidoreductase,C16563; C00006,C16564; C00005; C00080
R08357,homotrypanothione:NADP+ oxidoreductase,C16567; C00006,C16568; C00005; C00080
R02742,gamma-glutamylcysteine:NADP+ oxidoreductase,C00669; C00006,C03646; C00005; C00080
R07175,CoA:NADP+ oxidoreductase,C00010; C00006,C02015; C00005; C00080
R05715,mycothiol:NAD+ oxidoreductase,C06717; C00003,C11502; C00004; C00080
R05716,mycothiol:NADP+ oxidoreductase,C06717; C00006,C11502; C00005; C00080
R06289,mycothiol:NAD(P)+ oxidoreductase;,G11174; C00003,G11175; C00004; C00080
R06290,mycothiol:NAD(P)+ oxidoreductase,G11174; C00006,G11175; C00005; C00080
R09561,glutathione amide:NAD+ oxidoreductase,C19689; C00003,C19690; C00004; C00080
R09498,dimethylsulfone reductase,C11143; C00001; C00003,C11142; C00004; C00080
R10419,hydrogen sulfide:NAD+ oxidoreductase (CoA-dependent),C00283; C00003,C00087; C00004; C00080
R10438,hydrogen sulfide:NADP+ oxidoreductase (CoA-dependent),C00283; C00006,C00087; C00005; C00080
R10512,"hydrogen sulfide,polysulfide:NADP+ oxidoreductase",C00283; C19692; C00006,C19692; C00005; C00080
R00858,hydrogen-sulfide:NADP+ oxidoreductase,C00283; C00006; C00001,C00094; C00005; C00080
R11876,4-sulfanylbutanoate:NAD+ oxidoreductase,C21736; C00003,C21737; C00004; C00080
R01681,hypotaurine:NAD+ oxidoreductase,C00519; C00003; C00001,C00245; C00004; C00080
R00209,pyruvate:NAD+ 2-oxidoreductase (CoA-acetylating);,C00022; C00010; C00003,C00024; C00011; C00004; C00080
R01221,glycine synthase;,C00037; C00101; C00003,C00143; C00014; C00011; C00004; C00080
R01698,Dihydrolipoamide:NAD+ oxidoreductase,C00579; C00003,C00248; C00004; C00080
R01933,2-oxoadipate dehydrogenase complex,C00322; C00010; C00003,C00527; C00011; C00004; C00080
R03815,dihydrolipoylprotein:NAD+ oxidoreductase,C02972; C00003,C02051; C00004; C00080
R07618,enzyme N6-(dihydrolipoyl)lysine:NAD+ oxidoreductase,C15973; C00003,C15972; C00004; C00080
R08549,2-Oxoglutarate dehydrogenase complex,C00026; C00010; C00003,C00091; C00011; C00004; C00080
R08550,protein N6-(dihydrolipoyl)lysine:NAD+ oxidoreductase,C16832; C00003,C16237; C00004; C00080
R05713,"2-mercaptoethanesulfonate,acetoacetate:NADP+ oxidoreductase (decarboxylating)",C03576; C00164; C00006,C11497; C00011; C00005; C00080
R00892,L-cysteine:NAD+ oxidoreductase;,C00097; C00003,C00491; C00080; C00004
R00094,glutathione:NAD+ oxidoreductase,C00051; C00003,C00127; C00004; C00080
R00115,glutathione:NADP+ oxidoreductase,C00051; C00006,C00127; C00005; C00080
R03913,protein-dithiol:NAD+ oxidoreductase;,C02315; C00003,C02582; C00004; C00080
R03914,protein-dithiol:NADP+ oxidoreductase;,C02315; C00006,C02582; C00005; C00080
R00900,"L-cysteine,glutathione:NADP+ oxidoreductase (disulfide-forming);",C00097; C00051; C00006,C05526; C00005
R02016,NADPH:oxidized-thioredoxin oxidoreductase,C00342; C00006,C00343; C00005; C00080
R03596,hydrogen selenide:NADP+ oxidoreductase,C01528; C00006; C00001,C05684; C00005; C00080
R09372,methaneselenol:NADP+ oxidoreductase,C00005; C00080; C18902,C00006; C00001; C05703
R00528,Sulfite:ferricytochrome-c oxidoreductase,C00094; C00001; C00125,C00059; C00126; C00080
R00029,thiosulfate:ferricytochrome-c oxidoreductase,C00320; C00125,C02084; C00126
R09499,hydrogen-sulfide:flavocytochrome c oxidoreductase,C00283; C00125,C00087; C00126; C00080
R09500,dimethyl sulfide:ferricytochrome-c2 oxidoreductase,C00580; C00997; C00001,C11143; C01000; C00080
R11606,"sulfite,hydrogen sulfide:ferricytochrome-c3 oxidoreductase (thiosulfate-forming)",C00094; C00283; C02682,C00320; C02684
R11971,[SoxY protein]-S-disulfanyl-L-cysteine:cytochrome-c oxidoreductase,C21814; C00125; C00001,C21815; C00126; C00080
R00533,Sulfite:oxygen oxidoreductase,C00094; C00007; C00001,C00059; C00027
R00057,thiol:oxygen oxidoreductase,C00007; C01525,C02318; C00027
R00120,glutathione:oxygen oxidoreductase,C00007; C00051,C00127; C00027
R01851,Methanethiol:oxygen oxidoreductase,C00409; C00007; C00001,C00283; C00067; C00027
R07360,S-prenyl-L-cysteine:oxygen oxidoreductase,C06751; C00007; C00001,C15604; C00097; C00027
R09562,"S-(2E,6E)-farnesyl-L-cysteine oxidase",C19691; C00007; C00001,C03461; C00097; C00027
R09562,"S-(2E,6E)-farnesyl-L-cysteine oxidase",C19691; C00007; C00001,C03461; C00097; C00027
R11878,[sulfatase]-L-cysteine:oxygen oxidoreductase (3-oxo-L-alanine-forming),C21740; C00007; C00145,C21741; C00283; C15496; C00001
R01110,glutathione:homocystine oxidoreductase,C20788; C00051,C00127; C05330
R01292,Glutathione:homocystine oxidoreductase,C01817; C00051,C00155; C00127
R07176,"AMP,sulfite:thioredoxin-disulfide oxidoreductase(adenosine-5'-phosphosulfate-forming)",C00020; C00094; C00343,C00224; C00342
R04120,peptide-L-methionine:thioredoxin-disulfide S-oxidoreductase [L-methionine (S)-S-oxide-forming],C03023; C00343; C00001,C03895; C00342
R07606,L-methionine:thioredoxin-disulfide S-oxidoreductase,C00073; C00343; C00001,C15999; C00342
R07607,peptide-methionine:thioredoxin-disulfide S-oxidoreductase,C03023; C00343; C00001,C15653; C00342
R02025,L-methionine:oxidized-thioredoxin S-oxidoreductase,C00073; C00343; C00001,C02989; C00342
R07606,L-methionine:thioredoxin-disulfide S-oxidoreductase,C00073; C00343; C00001,C15999; C00342
R02025,L-methionine:oxidized-thioredoxin S-oxidoreductase,C00073; C00343; C00001,C02989; C00342
R07608,L-methionine:thioredoxin-disulfide S-oxidoreductase [L-methionine (R)-S-oxide-forming],C00073; C00343; C00001,C15998; C00342
R02824,glutathione:insulin oxidoreductase,C00723; C00051,C02288; C00127
R03915,glutathione:protein-disulfide oxidoreductase,C02315; C00127,C02582; C00051
R01111,coenzyme A:glutathione-disulfide oxidoreductase,C00010; C00127,C00920; C00051
R02409,Coenzyme A:oxidized-glutathione oxidoreductase,C00491; C00059,C05824; C00097
R04860,S-Glutathionyl-L-cysteine + Sulfate <=> S-Sulfo-L-cysteine + Glutathione,C05526; C00059,C05824; C00051
R01109,Glutathione:cystine oxidoreductase,C01420; C00051,C00127; C00736
R01113,Glutathione:L-cystine oxidoreductase,C00491; C00051,C00127; C00097
R04039,[xanthine-dehydrogenase]:glutathione-disulfide S-oxidoreductase,C03544; C00127,C02756; C00051
R02021,"adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming)",C00342; C00053,C00343; C00094; C00054
R05717,"AMP,sulfite:glutathione-disulfide oxidoreductase (adenosine-5'-phosphosulfate-forming)",C00020; C00094; C00127,C00224; C00051
R01108,glutathione:dehydroascorbate oxidoreductase,C05422; C00051,C00127; C00072
R07177,thiosulfate:6-decylubiquinone oxidoreductase,C00320; C15494,C02084; C15495
R09501,dimethyl sulfide:menaquinone oxidoreductase,C00580; C00828; C00001,C11143; C05819
R10152,sulfide:quinone oxidoreductase,C00283; C15602,C19692; C15603
R10149,Thiosulfate + Menaquinol <=> HSO3- + Hydrogen sulfide + Menaquinone,C00320; C05819,C11481; C00283; C00828
R11488,"sulfite,hydrogen sulfide:quinone oxidoreductase",C00094; C00283; C15602,C00320; C15603
R11487,sulfite:quinone oxidoreductase,C00094; C15602; C00001,C00059; C15603
R11659,2-(glutathione-S-yl)-hydroquinone:glutathione oxidoreductase,C21563; C00051,C00127; C00530
R11929,"sulfide:glutathione,quinone oxidoreductase",C00283; C00051; C15602,C17267; C15603
R00859,Hydrogen-sulfide:ferredoxin oxidoreductase,C00283; C00139; C00001,C00094; C00138; C00080
R03600,Hydrogen-sulfide:ferredoxin oxidoreductase,C01528; C00139; C00001,C05684; C00138; C00080
R09502,ferredoxin:thioredoxin disulfide oxidoreductase,C00138; C00343,C00139; C00342; C00080
R11931,"CoB,CoM:ferredoxin oxidoreductase",C04628; C03576; C00139,C04832; C00138; C00080
R04540,Coenzyme B:coenzyme M:methanophenazine oxidoreductase,C04832; C11904,C04628; C03576; C11903
R10803,hydrogen sulfide:coenzyme F420 oxidoreductase,C00283; C00876; C00001,C00094; C01080
R11928,"CoB,CoM,ferredoxin:coenzyme F420 oxidoreductase",C04628; C03576; C00876; C00138; C00080,C04832; C01080; C00139
R11943,"CoB,CoM,ferredoxin:H2 oxidoreductase",C04628; C03576; C00138; C00080,C04832; C00139; C00282
R11944,"coenzyme B,coenzyme M,ferredoxin:formate oxidoreductase",C04628; C03576; C00138; C00011; C00080,C04832; C00139; C00058
R03597,hydrogen-selenide:(acceptor) oxidoreductase,C01528; C00028; C00001,C05684; C00030; C00080
R00860,"AMP,sulfite:acceptor oxidoreductase (adenosine-5'-phosphosulfate-forming)",C00094; C00028; C00020,C00224; C00030
R04927,"AMP,sulfite:(acceptor) oxidoreductase",C00125; C05684; C00020,C00126; C05686
R08553,"AMP,sulfite:acceptor oxidoreductase (adenosine-5'-phosphosulfate-forming)",C00020; C00094; C00016,C00224; C01352
R00295,trithionate: (acceptor) oxidoreductase,C01861; C01328; C00028; C00001,C00030; C11481
R00861,"hydrogen-sulfide:[DsrC sulfur-carrier protein],acceptor oxidoreductase",C00283; C02582; C00028; C00001,C00094; C02315; C00030; C00080
R08035,"2,4-Diamino-6-hydroxylaminotoluene <=> 2,4,6-Triaminotoluene",C16399,C16400
R00081,Ferrocytochrome-c:oxygen oxidoreductase,C00007; C00126; C00080,C00125; C00001
R00082,Ferrocytochrome c2:oxygen oxidoreductase,C00007; C01000,C00997; C00001
R00792,ferrocytochrome-b:nitrate oxidoreductase,C00244; C06259,C00088; C00001; C06260
R03071,ferrocytochrome:nitrate oxidoreductase,C00924; C00244,C00923; C00088; C00001
R05318,Ferrocytochrome-c:Fe3+ oxidoreductase,C00126; C14819,C00125; C14818
R05497,"1,1-Dichloro-2,2-bis(4-chlorophenyl)ethylene <=> 1-Chloro-2,2-bis(4'-chlorophenyl)ethylene + Cl-",C04596,C06637; C00698
R05498,Vinyl chloride + 2 H+ <=> Ethylene + Hydrochloric acid,C06793; C00080,C06547; C01327
R05502,"trans-1,2-Dichloroethene + 2 H+ <=> Vinyl chloride + Hydrochloric acid",C06791; C00080,C06793; C01327
R05503,"cis-1,2-Dichloroethene + 2 H+ <=> Vinyl chloride + Hydrochloric acid",C06792; C00080,C06793; C01327
R05504,5-Chloro-2-hydroxymuconic semialdehyde + H+ <=> 2-Hydroxymuconate semialdehyde + Cl-,C07089; C00080,C00682; C00698
R05505,"2,4-Dichlorophenoxyacetate + H+ + 2 e- <=> 4-Chlorophenoxyacetate + Cl-",C03664; C00080; C05359,C07088; C00698
R06876,Tetrabromobisphenol A <=> Tribromobisphenol A + Hydrobromic acid,C13620,C13621; C13645
R06877,Tribromobisphenol A <=> Dibromobisphenol A + Hydrobromic acid,C13621,C13622; C13645
R06878,Dibromobisphenol A <=> Monobromobisphenol A + Hydrobromic acid,C13622,C13623; C13645
R06879,Monobromobisphenol A <=> Bisphenol A + Hydrobromic acid,C13623,C13624; C13645
R07794,"2,4-Dichloroaniline + 2 H+ <=> 4-Chloroaniline + Hydrochloric acid",C14419; C00080,C14450; C01327
R09154,"1,1,1-Trichloroethane <=> 1,1-Dichloroethane + Hydrochloric acid",C18246,C18247; C01327
R09155,"1,1-Dichloroethane <=> Chloroethane + Hydrochloric acid",C18247,C18248; C01327
R03575,Chlorite:acceptor oxidoreductase,C01485; C00030,C01486; C00028; C00001
R09542,plastocyanin:ferredoxin oxidoreductase (light-dependent),C03025; C00139; C00205,C03162; C00138
R04297,"1,2,3,5-Tetrahydroxybenzene:1,2,3-trihydroxybenzene hydroxytransferase",C03743; C01108,C03743; C02183
R04710,"Protein-glycine,dihydroflavodoxin:S-adenosyl-L-methionine oxidoreductase (S-adenosyl-L-methionine cleaving)",C00019; C05196; C05197,C05198; C00073; C05199; C05312
R07229,selenite:reduced acceptor oxidoreductase,C05684; C00001; C00028,C05697; C00030
R05670,3'-Keto-3'-deoxy-AMP <=> 3'-Amino-3'-deoxy-AMP,C07025,C07026
R05673,"N-Acetyl-N6,N6,O-tridemethylpuromycin-5'-phosphate + S-Adenosyl-L-methionine <=> N-Acetyl-N6,O-didemethylpuromycin-5'-phosphate + S-Adenosyl-L-homocysteine",C07028; C00019,C07029; C00021
R05674,"N-Acetyl-N6,O-didemethylpuromycin-5'-phosphate + S-Adenosyl-L-methionine <=> N-Acetyl-O-demethylpuromycin-5'-phosphate + S-Adenosyl-L-homocysteine",C07029; C00019,C07030; C00021
R01159,S-adenosyl-L-methionine:L-histidine N-methyltransferase,C00135; C00019,C01152; C00021
R02671,3-Hydroxyanthranilate + S-Adenosyl-L-methionine <=> 3-Methoxyanthranilate + S-Adenosyl-L-homocysteine,C00632; C00019,C05831; C00021
R02912,serotonin O-methyltransferase,C00780; C00440,C05659; C00101
R03943,N-Methyltyramine + S-Adenosyl-L-methionine <=> Hordenine + S-Adenosyl-L-homocysteine,C02442; C00019,C06199; C00021
R03955,Xanthurenic acid + S-Adenosyl-L-methionine <=> 8-Methoxykynurenate + S-Adenosyl-L-homocysteine,C02470; C00019,C05830; C00021
R04939,R + Se-Adenosylselenomethionine <=> CH3-R + Se-Adenosyl-L-selenohomocysteine,C05693; C05691,C05694; C05692
R04981,2-Hexaprenyl-6-hydroxyphenol + S-Adenosyl-L-methionine <=> 2-Hexaprenyl-6-methoxyphenol + S-Adenosyl-L-homocysteine,C05801; C00019,C05802; C00021
R05657,1-Phenanthrol + CH3-R <=> 1-Methoxyphenanthrene + R,C11432; C05694,C11433; C05693
R05811,Cobalt-precorrin 5 + S-Adenosyl-L-methionine + H2O <=> Cobalt-precorrin 6 + S-Adenosyl-L-homocysteine + Acetaldehyde,C11541; C00019; C00001,C11542; C00021; C00084
R06476,Avermectin B2a aglycone + S-Adenosyl-L-methionine <=> Avermectin A2a aglycone + S-Adenosyl-L-homocysteine,C11971; C00019,C11972; C00021
R06477,Avermectin B1a aglycone + S-Adenosyl-L-methionine <=> Avermectin A1a aglycone + S-Adenosyl-L-homocysteine,C11979; C00019,C11980; C00021
R06478,Avermectin B2b aglycone + S-Adenosyl-L-methionine <=> Avermectin A2b aglycone + S-Adenosyl-L-homocysteine,C11955; C00019,C11956; C00021
R06479,Avermectin B1b aglycone + S-Adenosyl-L-methionine <=> Avermectin A1b aglycone + S-Adenosyl-L-homocysteine,C11963; C00019,C11964; C00021
R06675,S-adenosyl-L-methionine:nogalonic-acid O-methyltransferase,C12416; C00019,C12415; C00021
R06703,S-adenosyl-L-methionine:tetracenomycin-E O-methyltransferase,C12370; C00019,C12371; C00021
R06713,S-adenosyl-L-methionine:tetracenomycin-B3 O-methyltransferase,C00019; C12369,C00021; C12378
R06715,S-adenosyl-L-methionine:4-demethylpremithramycinone O-methyltransferase,C12382; C00019,C12383; C00021
R06719,S-adenosyl-L-methionine:premithramycin-A3' C-methyltransferase,C12386; C00019,C12387; C00021
R07668,"Vanillate + Cob(I)alamin <=> 3,4-Dihydroxybenzoate + Methylcobalamin",C06672; C00853,C00230; C06453
R07901,Cyanidin-3-(p-coumaroyl)-rutinoside-5-glucoside <=> Peonidin-3-(p-coumaroyl)-rutinoside-5-glucoside,C16292,C16293
R07905,Delphinidin-3-(p-coumaroyl)-rutinoside-5-glucoside <=> Petunidin-3-(p-coumaroyl)-rutinoside-5-glucoside,C16294,C16295
R07906,Petunidin-3-(p-coumaroyl)-rutinoside-5-glucoside <=> Malvidin-3-(p-coumaroyl)-rutinoside-5-glucoside,C16295,C16296
R07907,Delphinidin-3-(p-coumaroyl)-rutinoside-5-glucoside <=> Malvidin-3-(p-coumaroyl)-rutinoside-5-glucoside,C16294,C16296
R08441,S-adenosyl-L-homocysteine:Norgalanthamine N-methyltransferase,C12173; C00019,C08526; C00021
R08446,S-Adenosyl-L-methionine:Anhalonidine O-methyltransferase,C16704; C00019,C16705; C00021
R08449,S-Adenosyl-L-methionine:Isoandrocymbine O-methyltransferase,C16708; C00019,C16709; C00021
R08455,Floramultine + S-Adenosyl-L-methionine <=> Kreysigine + S-Adenosyl-L-homocysteine,C16713; C00019,C16714; C00021
R08465,S-Adenosyl-L-methionine:D-cathine N-methyltransferase,C08300; C00019,C02765; C00021
R08467,S-Adenosyl-L-methionine:norephedrine N-methyltransferase,C16719; C00019,C01575; C00021
R08803,"S-adenosyl-L-methionine:1-(3,4-dihydroxyphenyl)-1-decene-3,5-dione O-methyltransferase",C17745; C00019,C17746; C00021
R08804,"S-adenosyl-L-methionine:1-(3,4-Dihydroxyphenyl)-5-hydroxy-3-decanone O-methyltransferase",C17748; C00019,C10462; C00021
R08933,"S-adenosyl-L-methionine:dTDP-4-oxo-2,6-dideoxy-D-allose 3-C-methyltransferase",C00019; C11928,C00021; C18035
R08985,"N1,N5,N10-Tricaffeoyl spermidine <=> N1,N5,N10-Triferuloyl spermidine",C18070,C18071
R08987,"N1,N5,N10-Tri(hydroxyferuloyl) spermidine + S-Adenosyl-L-methionine <=> N1,N5-Di(hydroxyferuloyl)-N10-sinapoyl spermidine + S-Adenosyl-L-homocysteine",C18072; C00019,C18073; C00021
R09177,1-Hydroxypyrene + S-Adenosyl-L-methionine <=> 1-Methoxypyrene + S-Adenosyl-L-homocysteine,C14519; C00019,C18259; C00021
R09180,"1-Hydroxy-6-methoxypyrene + CH3-R <=> 1,6-Dimethoxypyrene + R",C18261; C05694,C18260; C05693
R09189,S-adenosyl-L-methionine:pretetramid C-methyltransferase,C00019; C18295,C00021; C06629
R09200,S-adenosyl-L-methionine:4-aminoanhydrochlortetracycline N-methyltransferase,C18299; C00019,C18297; C00021
R09270,syringate:tetrahydrofolate N-methyltransferase,C10833; C00101,C05616; C00440
